Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
172.17.172.200-172.17.237.20-53-53-17,172.17.172.200,53,172.17.237.20,53,17,22-12-2021 14:16,59152231,6,1,494,94,94,59,82.33333333,18.07392228,94,94,94,0,9.940453472,0.118338732,9858705.167,7702304.43,2.47E+07,4762281,3.45E+07,6891677.8,2851750.596,1.19E+07,4762281,0,0,0,0,0,0,0,0,0,48,8,0.101433199,0.016905533,59,94,85.25,16.20185175,262.5,0,0,0,0,0,0,0,0,0,97.42857143,82.33333333,94,0,0,0,0,0,0,6,494,1,94,-1,-1,6,0,4762281,0,4762281,4762281,1.09E+07,8146459.669,2.47E+07,5547512,Normal
172.17.237.22-180.149.59.14-42031-443-17,172.17.237.22,42031,180.149.59.14,443,17,22-12-2021 14:16,119985784,583,4869,44174,5942727,884,34,75.77015437,176.7724244,1250,26,1220.523105,181.1774625,49896.75277,45.43871631,22011.70134,328703.1021,5961745,-4,1.20E+08,206157.2457,988671.4061,5970005,13,1.16E+08,23837.5454,344444.4682,5978997,0,0,0,0,0,4664,38952,4.858908952,40.57980735,26,1250,1097.915459,397.4924756,158000.2682,0,0,0,0,0,0,0,0,8,1098.116838,75.77015437,1220.523105,0,0,0,0,0,0,583,44174,4869,5942727,-1,-1,583,0,5058109.1,3695666.795,1.41E+07,41230,5940096.6,39601.72563,5961745,5845527,Normal
172.17.237.1-255.255.255.255-67-68-17,172.17.237.1,67,255.255.255.255,68,17,22-12-2021 14:11,27514572,3,1,924,308,308,308,308,0,308,308,308,0,44.77627346,0.145377511,9171524,6027848.267,1.58E+07,3989730,2.35E+07,1.18E+07,5691522.281,1.58E+07,7737907,0,0,0,0,0,0,0,0,0,24,8,0.109033133,0.036344378,308,308,308,0,0,0,0,0,0,0,0,0,0,0,385,308,308,0,0,0,0,0,0,3,924,1,308,-1,-1,3,0,3989730,0,3989730,3989730,1.18E+07,5691522.281,1.58E+07,7737907,Normal
172.17.237.22-20.42.73.24-51354-443-6,172.17.237.22,51354,20.42.73.24,443,6,22-12-2021 14:16,119999670,9,15,9828,1809,4182,0,1092,1407.508437,957,0,120.6,275.2447742,96.97526668,0.20000055,5217376.957,1.33E+07,4.52E+07,0,1.20E+08,1.50E+07,1.96E+07,4.52E+07,51,1.20E+08,8571405,1.63E+07,4.52E+07,0,0,1,0,0,180,300,0.075000206,0.125000344,0,4182,503.76,966.7624786,934629.69,0,0,0,1,1,0,0,0,1,524.75,1092,120.6,0,0,0,0,0,0,9,9828,15,1809,-1,1472,5,0,120548.25,138633.8939,240934,448,2.99E+07,1.76E+07,4.52E+07,1.46E+07,Normal
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,22-12-2021 14:17,99334391,6,1,0,0,0,0,0,0,0,0,0,0,0,0.070469048,1.66E+07,1.91E+07,5.19E+07,30906,9.12E+07,1.82E+07,2.09E+07,5.19E+07,30906,0,0,0,0,0,0,0,0,0,0,0,0.060402041,0.010067007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,-1,-1,0,0,0,0,0,0,1.99E+07,1.94E+07,5.19E+07,5807748,Normal
172.17.172.3-172.17.237.20-53-53-17,172.17.172.3,53,172.17.237.20,53,17,22-12-2021 14:17,115786348,6,1,494,94,94,59,82.33333333,18.07392228,94,94,94,0,5.078318905,0.060456177,1.93E+07,2.45E+07,6.69E+07,5396185,1.10E+08,2.20E+07,2.63E+07,6.69E+07,5396185,0,0,0,0,0,0,0,0,0,48,8,0.051819581,0.008636597,59,94,85.25,16.20185175,262.5,0,0,0,0,0,0,0,0,0,97.42857143,82.33333333,94,0,0,0,0,0,0,6,494,1,94,-1,-1,6,0,0,0,0,0,1.93E+07,2.45E+07,6.69E+07,5396185,Normal
172.17.237.22-13.76.153.29-37052-443-6,172.17.237.22,37052,13.76.153.29,443,6,22-12-2021 14:17,119917358,6,6,114,92,57,0,19,29.43467343,46,0,15.33333333,23.75429786,1.717849721,0.100068916,1.09E+07,1.79E+07,4.53E+07,35,1.20E+08,2.40E+07,2.02E+07,4.53E+07,85957,1.20E+08,2.40E+07,2.02E+07,4.53E+07,85653,0,1,0,0,120,120,0.050034458,0.050034458,0,57,19.38461538,25.75700054,663.4230769,0,0,0,1,1,0,0,0,1,21,19,15.33333333,0,0,0,0,0,0,6,114,6,92,-1,260,2,0,21764.25,42795.81474,85957,35,3.00E+07,1.76E+07,4.53E+07,1.47E+07,Normal
172.17.237.22-52.159.49.199-59326-443-6,172.17.237.22,59326,52.159.49.199,443,6,22-12-2021 14:17,118784494,4,7,2190,525,2159,0,547.5,1074.432719,525,0,75,198.4313483,22.85651863,0.09260468,1.19E+07,1.93E+07,4.56E+07,0,8.07E+07,2.69E+07,2.39E+07,4.56E+07,130,1.19E+08,1.98E+07,2.20E+07,4.56E+07,0,0,0,0,0,80,140,0.033674429,0.058930251,0,2159,226.25,626.9404967,393054.3864,0,0,0,0,1,0,0,0,1,246.8181818,547.5,75,0,0,0,0,0,0,4,2190,7,525,-1,382,2,0,378,293.0546024,649,67,3.96E+07,5400509.974,4.56E+07,3.51E+07,Normal
172.17.172.200-172.17.237.20-53-53-17,172.17.172.200,53,172.17.237.20,53,17,22-12-2021 14:18,55180596,5,1,435,59,94,59,87,15.65247584,59,59,59,0,8.952422333,0.108733874,1.10E+07,6842381.102,2.27E+07,6229761,4.42E+07,1.11E+07,7900609.028,2.27E+07,6229761,0,0,0,0,0,0,0,0,0,40,8,0.090611562,0.018122312,59,94,79,18.70828693,350,0,0,0,0,0,0,0,0,0,92.16666667,87,59,0,0,0,0,0,0,5,435,1,59,-1,-1,5,0,0,0,0,0,1.10E+07,6842381.102,2.27E+07,6229761,Normal
172.17.237.22-180.149.59.14-42031-443-17,172.17.237.22,42031,180.149.59.14,443,17,22-12-2021 14:18,118018738,599,5141,44311,6289328,873,34,73.97495826,174.4189524,1250,25,1223.36666,171.8826413,53666.38474,48.63634451,20564.33839,318452.8878,5960373,0,1.18E+08,197351.5385,971371.8438,5970369,20,1.18E+08,22960.84397,337859.0051,5983083,0,0,0,0,0,4792,41128,5.07546522,43.56087929,25,1250,1103.234802,391.5379987,153302.0044,0,0,0,0,0,0,0,0,8,1103.427003,73.97495826,1223.36666,0,0,0,0,0,0,599,44311,5141,6289328,-1,-1,599,0,4446896.909,5502681.662,1.83E+07,24333,5914830.455,95447.85785,5960373,5660187,Normal
172.17.172.200-172.17.237.22-67-68-17,172.17.237.22,68,172.17.172.200,67,17,22-12-2021 14:06,1052,0,2,0,608,0,0,0,0,308,300,304,5.656854249,577946.7681,1901.140684,1052,0,1052,1052,0,0,0,0,0,1052,1052,0,1052,1052,0,0,0,0,0,16,0,1901.140684,300,308,302.6666667,4.618802154,21.33333333,0,0,0,0,0,0,0,0,0,454,0,304,0,0,0,0,0,0,0,0,2,608,-1,-1,0,0,0,0,0,0,0,0,0,0,Normal
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,22-12-2021 14:19,114512206,4,1,0,0,0,0,0,0,0,0,0,0,0,0.043663468,2.86E+07,2.82E+07,5.80E+07,2037199,5.65E+07,1.88E+07,2.49E+07,4.74E+07,2037199,0,0,0,0,0,0,0,0,0,0,0,0.034930774,0.008732694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,-1,-1,0,0,2037199,0,2037199,2037199,3.75E+07,2.69E+07,5.80E+07,7024022,Normal
172.17.237.22-20.42.73.24-51354-443-6,172.17.237.22,51354,20.42.73.24,443,6,22-12-2021 14:18,119994148,9,11,6015,1277,2256,0,668.3333333,897.8922541,426,0,116.0909091,198.828798,60.7696302,0.166674795,6315481.474,1.44E+07,4.52E+07,1,1.20E+08,1.50E+07,1.96E+07,4.52E+07,35,1.20E+08,1.20E+07,1.84E+07,4.52E+07,1,0,1,0,0,180,220,0.075003658,0.091671137,0,2256,367.5238095,646.4601008,417910.6619,0,0,0,1,1,0,0,0,1,385.9,668.3333333,116.0909091,0,0,0,0,0,0,9,6015,11,1277,-1,1472,4,0,75576,150445.4706,301244,66,2.99E+07,1.76E+07,4.52E+07,1.45E+07,Normal
172.17.237.22-52.159.49.199-59338-443-6,172.17.237.22,59338,52.159.49.199,443,6,22-12-2021 14:19,103981442,10,10,675,5868,517,0,67.5,165.5598247,2897,0,586.8,1011.877661,62.92468997,0.192342014,5472707.474,1.44E+07,4.62E+07,2,1.04E+08,1.16E+07,1.97E+07,4.62E+07,5,9.21E+07,1.02E+07,2.01E+07,4.62E+07,2,0,0,0,0,200,232,0.096171007,0.096171007,0,2897,311.5714286,738.6491435,545602.5571,0,1,0,0,0,0,0,0,1,327.15,67.5,586.8,0,0,0,0,0,0,10,675,10,5868,-1,245,2,0,444670.5,627531.1054,888402,939,4.56E+07,835347.667,4.62E+07,4.50E+07,Normal
172.17.237.22-52.159.49.199-59340-443-6,172.17.237.22,59340,52.159.49.199,443,6,22-12-2021 14:19,103708335,10,10,675,5868,517,0,67.5,165.5598247,2897,0,586.8,1011.877661,63.09039674,0.19284853,5458333.421,1.44E+07,4.59E+07,18,1.04E+08,1.15E+07,1.96E+07,4.59E+07,299,9.19E+07,1.02E+07,2.00E+07,4.59E+07,303,0,0,0,0,200,232,0.096424265,0.096424265,0,2897,311.5714286,738.6491435,545602.5571,0,1,0,0,0,0,0,0,1,327.15,67.5,586.8,0,0,0,0,0,0,10,675,10,5868,-1,245,2,0,448672,633902.8446,896909,435,4.55E+07,594131.6236,4.59E+07,4.51E+07,Normal
172.17.237.22-52.159.49.199-59342-443-6,172.17.237.22,59342,52.159.49.199,443,6,22-12-2021 14:19,103160941,10,10,675,5868,517,0,67.5,165.5598247,2897,0,586.8,1011.877661,63.42516786,0.193871826,5429523.211,1.43E+07,4.53E+07,9,1.03E+08,1.15E+07,1.95E+07,4.53E+07,13,9.13E+07,1.01E+07,1.99E+07,4.53E+07,9,0,0,0,0,200,232,0.096935913,0.096935913,0,2897,311.5714286,738.6491435,545602.5571,0,1,0,0,0,0,0,0,1,327.15,67.5,586.8,0,0,0,0,0,0,10,675,10,5868,-1,245,2,0,454094,641557.9826,907744,444,4.52E+07,199315.7239,4.53E+07,4.51E+07,Normal
172.17.172.3-172.17.237.20-53-53-17,172.17.172.3,53,172.17.237.20,53,17,22-12-2021 14:19,111658141,4,1,376,94,94,94,94,0,94,94,94,0,4.209276599,0.044779538,2.79E+07,3.47E+07,7.86E+07,5399912,8.97E+07,2.99E+07,4.22E+07,7.86E+07,5399912,0,0,0,0,0,0,0,0,0,32,8,0.035823631,0.008955908,94,94,94,0,0,0,0,0,0,0,0,0,0,0,112.8,94,94,0,0,0,0,0,0,4,376,1,94,-1,-1,4,0,0,0,0,0,2.79E+07,3.47E+07,7.86E+07,5399912,Normal
172.17.237.22-13.76.153.29-37052-443-6,172.17.237.22,37052,13.76.153.29,443,6,22-12-2021 14:19,119913733,6,6,114,92,57,0,19,29.43467343,46,0,15.33333333,23.75429786,1.717901652,0.100071941,1.09E+07,1.79E+07,4.52E+07,36,1.20E+08,2.40E+07,2.02E+07,4.52E+07,86161,1.20E+08,2.40E+07,2.02E+07,4.52E+07,85789,0,1,0,0,120,120,0.05003597,0.05003597,0,57,19.38461538,25.75700054,663.4230769,0,0,0,1,1,0,0,0,1,21,19,15.33333333,0,0,0,0,0,0,6,114,6,92,-1,260,2,0,21761.75,42933.17205,86161,55,3.00E+07,1.75E+07,4.52E+07,1.48E+07,Normal
172.17.237.22-52.159.49.199-59334-443-6,172.17.237.22,59334,52.159.49.199,443,6,22-12-2021 14:19,93722694,21,28,10655,10020,2207,0,507.3809524,844.398986,2897,0,357.8571429,687.1332673,220.5975855,0.522818945,1952556.125,9173766.455,4.60E+07,0,9.37E+07,4686103.25,1.40E+07,4.60E+07,13,4.77E+07,1768120,8645689.224,4.50E+07,0,0,0,0,0,420,592,0.224065262,0.298753683,0,2897,413.5,748.4822807,560225.7245,0,1,0,0,0,0,0,0,1,421.9387755,507.3809524,357.8571429,0,0,0,0,0,0,21,10655,28,10020,-1,496,11,0,1383610,1956113.329,2766791,429,4.55E+07,715191.8401,4.60E+07,4.50E+07,Normal
172.17.237.22-52.159.49.199-59336-443-6,172.17.237.22,59336,52.159.49.199,443,6,22-12-2021 14:19,103982927,12,15,5055,6393,2159,0,421.25,825.0244211,2920,0,426.2,1016.736319,110.0949967,0.259658011,3999343.346,1.18E+07,4.50E+07,2,1.04E+08,9452913.636,1.70E+07,4.50E+07,86,1.04E+08,7427351.929,1.55E+07,4.50E+07,2,0,0,0,0,240,332,0.11540356,0.144254451,0,2920,408.8571429,905.4030293,819754.6455,0,1,0,0,0,0,0,0,1,424,421.25,426.2,0,0,0,0,0,0,12,5055,15,6393,-1,337,6,0,293515,507938.659,880032,62,3.44E+07,1.30E+07,4.50E+07,1.99E+07,Normal
172.17.172.200-172.17.237.20-53-53-17,172.17.172.200,53,172.17.237.20,53,17,22-12-2021 14:20,36941343,5,1,435,59,94,59,87,15.65247584,59,59,59,0,13.37255118,0.16241965,7388268.6,8468649.268,2.24E+07,2795352,3.39E+07,8465042,9375202.444,2.24E+07,2795352,0,0,0,0,0,0,0,0,0,40,8,0.135349708,0.027069942,59,94,79,18.70828693,350,0,0,0,0,0,0,0,0,0,92.16666667,87,59,0,0,0,0,0,0,5,435,1,59,-1,-1,5,0,8875079,0,8875079,8875079,1.40E+07,1.18E+07,2.24E+07,5677053,Normal
172.17.237.22-180.149.59.14-42031-443-17,172.17.237.22,42031,180.149.59.14,443,17,22-12-2021 14:20,118061751,631,5648,43703,6926270,876,33,69.25990491,164.8611603,1250,26,1226.322592,162.63922,59036.67311,53.18403248,18805.63093,304163.8595,5959787,-4,1.18E+08,187353.1095,945303.3394,5966602,16,1.18E+08,20906.98619,321880.0099,5985456,0,0,0,0,0,5048,45184,5.344660694,47.83937179,26,1250,1110.007484,384.1157298,147544.8939,0,0,0,0,0,0,0,0,8,1110.184265,69.25990491,1226.322592,0,0,0,0,0,0,631,43703,5648,6926270,-1,-1,631,0,3884430.5,3009166.396,1.01E+07,41656,5948800,11433.98061,5959787,5929346,Normal
172.17.237.22-52.159.49.199-59334-443-6,172.17.237.22,59334,52.159.49.199,443,6,22-12-2021 14:22,49720256,3,1,0,0,0,0,0,0,0,0,0,0,0,0.080450109,1.66E+07,2.53E+07,4.57E+07,41163,4.97E+07,2.48E+07,2.96E+07,4.57E+07,3943033,0,0,0,0,0,0,0,0,0,60,20,0.060337582,0.020112527,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,-1,496,0,0,41163,0,41163,41163,4.57E+07,0,4.57E+07,4.57E+07,Normal
172.17.237.22-52.159.49.199-59326-443-6,172.17.237.22,59326,52.159.49.199,443,6,22-12-2021 14:20,113785351,5,6,2190,1050,2159,0,438,962.1618887,525,0,175,271.1088342,28.47466718,0.096673253,1.14E+07,1.87E+07,4.63E+07,3,1.14E+08,2.84E+07,2.00E+07,4.63E+07,174,1.14E+08,2.28E+07,2.15E+07,4.63E+07,3,0,1,0,0,100,120,0.043942388,0.052730865,0,2159,313.75,625.7975457,391622.5682,0,0,0,1,1,0,0,0,1,342.2727273,438,175,0,0,0,0,0,0,5,2190,6,1050,-1,428,2,0,484.6666667,374.4440323,793,68,3.79E+07,7861722.935,4.63E+07,3.07E+07,Normal
172.17.237.22-52.159.49.199-59334-443-6,172.17.237.22,59334,52.159.49.199,443,6,22-12-2021 14:22,211941,1,1,0,0,0,0,0,0,0,0,0,0,0,9.436588485,211941,0,211941,211941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,4.718294242,4.718294242,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,83,0,0,0,0,0,0,0,0,0,0,Normal
172.17.237.22-52.159.49.199-59334-443-6,172.17.237.22,59334,52.159.49.199,443,6,22-12-2021 14:22,832012,1,1,0,0,0,0,0,0,0,0,0,0,0,2.403811483,832012,0,832012,832012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,1.201905742,1.201905742,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,83,0,0,0,0,0,0,0,0,0,0,Normal
172.17.237.22-52.159.49.199-59334-443-6,172.17.237.22,59334,52.159.49.199,443,6,22-12-2021 14:22,3456012,1,1,0,0,0,0,0,0,0,0,0,0,0,0.578701694,3456012,0,3456012,3456012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.289350847,0.289350847,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,83,0,0,0,0,0,0,0,0,0,0,Normal
172.17.237.46-224.0.0.251-5353-5353-17,172.17.237.46,5353,224.0.0.251,5353,17,22-12-2021 13:57,114244677,4,1,232,41,77,39,58,21.93931023,41,41,41,0,2.389608051,0.043765715,2.86E+07,5.71E+07,1.14E+08,40,322,107.3333333,73.65686209,186,40,0,0,0,0,0,0,0,0,0,32,8,0.035012572,0.008753143,39,77,52.33333333,19.12764143,365.8666667,0,0,0,0,0,0,0,0,0,62.8,58,41,0,0,0,0,0,0,4,232,1,41,-1,-1,4,0,0,0,0,0,1.14E+08,0,1.14E+08,1.14E+08,Normal
172.17.237.22-52.159.49.199-59334-443-6,172.17.237.22,59334,52.159.49.199,443,6,22-12-2021 14:23,13312105,1,1,0,0,0,0,0,0,0,0,0,0,0,0.1502392,1.33E+07,0,1.33E+07,1.33E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.0751196,0.0751196,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,83,0,0,0,0,0,0,0,0,0,0,Normal
169.254.178.109-224.0.0.251-5353-5353-17,169.254.178.109,5353,224.0.0.251,5353,17,22-12-2021 13:53,6163,1,1,77,39,77,77,77,0,39,39,39,0,18822.00227,324.5172805,6163,0,6163,6163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,162.2586403,162.2586403,39,77,51.66666667,21.93931023,481.3333333,0,0,0,0,0,0,0,0,1,77.5,77,39,0,0,0,0,0,0,1,77,1,39,-1,-1,1,0,0,0,0,0,0,0,0,0,Normal
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,22-12-2021 14:21,116970205,2,1,0,0,0,0,0,0,0,0,0,0,0,0.025647557,5.85E+07,3.58E+07,8.38E+07,3.32E+07,8.38E+07,8.38E+07,0,8.38E+07,8.38E+07,0,0,0,0,0,0,0,0,0,0,0,0.017098371,0.008549186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,-1,0,0,0,0,0,0,5.85E+07,3.58E+07,8.38E+07,3.32E+07,Normal
172.17.237.22-20.42.73.24-51354-443-6,172.17.237.22,51354,20.42.73.24,443,6,22-12-2021 14:21,105468950,6,12,9068,426,7300,0,1511.333333,2870.259547,426,0,35.5,122.9756073,90.01701449,0.170666343,6204055.882,1.51E+07,4.53E+07,1,9.09E+07,1.82E+07,2.47E+07,4.53E+07,6,1.05E+08,9588086.364,1.81E+07,4.53E+07,1,0,0,0,0,120,240,0.056888781,0.113777562,0,7300,499.6842105,1672.227292,2796344.117,0,0,0,0,1,0,0,0,2,527.4444444,1511.333333,35.5,0,0,0,0,0,0,6,9068,12,426,-1,1472,3,0,160028.6667,276396.6327,479184,392,3.50E+07,1.77E+07,4.53E+07,1.46E+07,Normal
172.17.237.33-224.0.0.251-5353-5353-17,172.17.237.33,5353,224.0.0.251,5353,17,22-12-2021 13:54,98,1,1,39,77,39,39,39,0,77,77,77,0,1183673.469,20408.16327,98,0,98,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,10204.08163,10204.08163,39,77,64.33333333,21.93931023,481.3333333,0,0,0,0,0,0,0,0,1,96.5,39,77,0,0,0,0,0,0,1,39,1,77,-1,-1,1,0,0,0,0,0,0,0,0,0,Normal
255.255.255.255-0.0.0.0-67-68-17,0.0.0.0,68,255.255.255.255,67,17,22-12-2021 14:17,111139882,10,1,3036,306,318,302,303.6,5.059644256,306,306,306,0,30.07021368,0.098974372,1.11E+07,9313721.626,3.29E+07,34053,1.11E+08,1.23E+07,8974290.913,3.29E+07,4815499,0,0,0,0,0,0,0,0,0,80,8,0.089976702,0.00899767,302,318,304,4.670993665,21.81818182,0,0,0,0,0,0,0,0,0,331.6363636,303.6,306,0,0,0,0,0,0,10,3036,1,306,-1,-1,10,0,4843273.667,4823167.979,9680269,34053,1.61E+07,8835012.989,3.29E+07,8971785,Normal
172.17.237.22-52.159.49.199-59336-443-6,172.17.237.22,59336,52.159.49.199,443,6,22-12-2021 14:22,83968557,2,4,0,525,0,0,0,0,525,0,131.25,262.5,6.252340385,0.071455319,1.68E+07,2.32E+07,4.63E+07,66,4.63E+07,4.63E+07,0,4.63E+07,4.63E+07,8.40E+07,2.80E+07,2.46E+07,4.63E+07,520,0,0,0,0,40,80,0.02381844,0.047636879,0,525,75,198.4313483,39375,0,0,0,0,1,0,0,0,2,87.5,0,131.25,0,0,0,0,0,0,2,0,4,525,-1,337,0,0,293,321.0264787,520,66,4.20E+07,6100644.365,4.63E+07,3.77E+07,Normal
172.17.237.22-13.76.153.29-37052-443-6,172.17.237.22,37052,13.76.153.29,443,6,22-12-2021 14:21,119982014,7,7,114,138,57,0,16.28571429,27.81315208,46,0,19.71428571,24.58803426,2.100314802,0.116684156,9229385.692,1.68E+07,4.52E+07,43,1.20E+08,2.00E+07,2.06E+07,4.52E+07,85995,1.20E+08,2.00E+07,2.06E+07,4.52E+07,85600,0,1,0,0,140,140,0.058342078,0.058342078,0,57,19.86666667,25.41334483,645.8380952,0,0,0,1,1,0,0,0,1,21.28571429,16.28571429,19.71428571,0,0,0,0,0,0,7,114,7,138,-1,260,2,0,28424,56183.04555,112698,43,2.99E+07,1.76E+07,4.52E+07,1.47E+07,Normal
172.17.237.22-180.149.59.14-42031-443-17,172.17.237.22,42031,180.149.59.14,443,17,22-12-2021 14:22,119999986,558,4912,42054,6002816,874,34,75.3655914,177.9124581,1250,26,1222.071661,175.969372,50373.92254,45.58333865,21941.85153,321932.5344,5961593,-19,1.20E+08,215405.5153,990485.4248,5968790,12,1.16E+08,23629.51843,336230.8477,5978675,0,0,0,0,0,4464,39296,4.650000543,40.93333811,26,1250,1105.052641,389.2146109,151488.0133,0,0,0,0,0,0,0,0,8,1105.254662,75.3655914,1222.071661,0,0,0,0,0,0,558,42054,4912,6002816,-1,-1,558,0,5664426.8,3759374.111,1.01E+07,41208,5935911.9,51451.55578,5961593,5791779,Normal
172.17.237.22-52.159.49.199-59336-443-6,172.17.237.22,59336,52.159.49.199,443,6,22-12-2021 14:24,34009565,0,3,0,0,0,0,0,0,0,0,0,0,0,0.088210478,1.70E+07,2.40E+07,3.40E+07,428,0,0,0,0,0,3.40E+07,1.70E+07,2.40E+07,3.40E+07,428,0,0,0,0,0,60,0,0.088210478,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,-1,337,0,0,0,0,0,0,0,0,0,0,Normal
172.17.237.22-54.204.254.104-46236-443-6,172.17.237.22,46236,54.204.254.104,443,6,22-12-2021 14:22,92247824,14,15,1505,3794,725,0,107.5,225.0209392,1460,0,252.9333333,502.9573209,57.44308939,0.314370559,3294565.143,1.20E+07,4.64E+07,6,9.22E+07,7095905.692,1.71E+07,4.64E+07,11,9.22E+07,6589130.286,1.66E+07,4.64E+07,6,0,0,0,0,280,332,0.151765097,0.162605462,0,1460,176.6333333,388.8625751,151214.1023,0,1,0,0,0,0,0,0,1,182.7241379,107.5,252.9333333,0,0,0,0,0,0,14,1505,15,3794,-1,248,5,0,434069.5,612834.598,867409,730,4.57E+07,958319.9002,4.64E+07,4.50E+07,Normal
172.17.237.1-255.255.255.255-67-68-17,172.17.237.1,67,255.255.255.255,68,17,22-12-2021 14:18,30173106,3,1,924,308,308,308,308,0,308,308,308,0,40.83106327,0.132568387,1.01E+07,5860420.497,1.64E+07,4816589,2.54E+07,1.27E+07,5242628.976,1.64E+07,8971160,0,0,0,0,0,0,0,0,0,24,8,0.09942629,0.033142097,308,308,308,0,0,0,0,0,0,0,0,0,0,0,385,308,308,0,0,0,0,0,0,3,924,1,308,-1,-1,3,0,4816589,0,4816589,4816589,1.27E+07,5242628.976,1.64E+07,8971160,Normal
172.17.237.22-52.159.49.199-59326-443-6,172.17.237.22,59326,52.159.49.199,443,6,22-12-2021 14:22,119998015,5,9,2221,2684,2159,0,444.2,958.7276464,2159,0,298.2222222,719.0686299,40.87567615,0.116668597,9230616.538,1.76E+07,4.52E+07,0,1.20E+08,3.00E+07,2.03E+07,4.52E+07,114,1.20E+08,1.50E+07,2.08E+07,4.52E+07,0,0,1,0,0,100,180,0.041667356,0.075001241,0,2159,470.9333333,883.7710165,781051.2095,0,0,0,1,1,0,0,0,1,504.5714286,444.2,298.2222222,0,0,0,0,0,0,5,2221,9,2684,-1,519,3,0,452.3333333,384.0069444,835,67,4.00E+07,4518243.063,4.52E+07,3.71E+07,Normal
172.17.237.22-52.159.49.199-59336-443-6,172.17.237.22,59336,52.159.49.199,443,6,22-12-2021 14:25,45439215,1,1,0,0,0,0,0,0,0,0,0,0,0,0.044014845,4.54E+07,0,4.54E+07,4.54E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.022007422,0.022007422,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,83,0,0,0,0,0,0,0,0,0,0,Normal
